starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 04 15:04:57 2018	1522850697	1	9	10	5
Wed Apr 04 15:04:56 2018	1522850696	1	8	10	6
Wed Apr 04 15:04:56 2018	1522850696	1	8	10	6
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	1
Wed Apr 04 15:04:54 2018	1522850694	6	4	10	3
Wed Apr 04 15:04:56 2018	1522850696	1	8	10	5
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	1
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	2
Wed Apr 04 15:04:55 2018	1522850695	5	5	10	3
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	5	5	10	3
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	3
Wed Apr 04 15:04:56 2018	1522850696	4	6	10	3
Wed Apr 04 15:04:55 2018	1522850695	2	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	2
Wed Apr 04 15:04:54 2018	1522850694	5	4	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	2	7	10	3
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	2
Wed Apr 04 15:04:55 2018	1522850695	1	8	10	6
Wed Apr 04 15:04:55 2018	1522850695	0	9	10	7
Wed Apr 04 15:04:54 2018	1522850694	3	7	10	2
Wed Apr 04 15:04:55 2018	1522850695	5	5	10	2
Wed Apr 04 15:04:55 2018	1522850695	3	6	10	2
Wed Apr 04 15:04:56 2018	1522850696	5	5	10	3
Wed Apr 04 15:04:57 2018	1522850697	2	8	10	4
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	1
Wed Apr 04 15:04:55 2018	1522850695	6	3	10	2
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	3
Wed Apr 04 15:04:55 2018	1522850695	4	5	10	3
Wed Apr 04 15:04:55 2018	1522850695	5	5	10	1
Wed Apr 04 15:04:55 2018	1522850695	2	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	2	8	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	6	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	2
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	2
Wed Apr 04 15:04:55 2018	1522850695	6	3	10	2
Wed Apr 04 15:04:56 2018	1522850696	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	2	8	10	3
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	3
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	3
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	4
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	2
Wed Apr 04 15:04:56 2018	1522850696	5	4	10	3
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	4
Wed Apr 04 15:04:54 2018	1522850694	2	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:54 2018	1522850694	5	5	10	2
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	3
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	3
Wed Apr 04 15:04:54 2018	1522850694	2	8	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	1
Wed Apr 04 15:04:54 2018	1522850694	5	5	10	2
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	6	3	10	2
Wed Apr 04 15:04:56 2018	1522850696	4	5	10	3
Wed Apr 04 15:04:55 2018	1522850695	4	5	10	3
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	1
Wed Apr 04 15:04:54 2018	1522850694	6	3	10	2
Wed Apr 04 15:04:55 2018	1522850695	5	5	10	4
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	4
Wed Apr 04 15:04:56 2018	1522850696	2	7	10	5
Wed Apr 04 15:04:54 2018	1522850694	4	6	10	1
Wed Apr 04 15:04:56 2018	1522850696	5	5	10	4
Wed Apr 04 15:04:55 2018	1522850695	1	8	10	6
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	5	10	3
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	3
Wed Apr 04 15:04:56 2018	1522850696	4	5	10	4
Wed Apr 04 15:04:56 2018	1522850696	2	8	10	4
Wed Apr 04 15:04:55 2018	1522850695	1	9	10	6
Wed Apr 04 15:04:55 2018	1522850695	2	8	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	3	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:55 2018	1522850695	2	7	10	0
Wed Apr 04 15:04:54 2018	1522850694	4	6	10	1
Wed Apr 04 15:04:54 2018	1522850694	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	7	3	10	2
Wed Apr 04 15:04:55 2018	1522850695	5	5	10	3
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	3
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	3
Wed Apr 04 15:04:56 2018	1522850696	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	3
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:55 2018	1522850695	2	7	10	0
Wed Apr 04 15:04:54 2018	1522850694	4	5	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	1
Wed Apr 04 15:04:55 2018	1522850695	7	3	10	2
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	2
Wed Apr 04 15:04:56 2018	1522850696	5	4	10	3
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:57 2018	1522850697	1	9	10	6
Wed Apr 04 15:04:55 2018	1522850695	2	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	7	3	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	3	6	10	2
Wed Apr 04 15:04:54 2018	1522850694	4	5	10	2
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	2
Wed Apr 04 15:04:56 2018	1522850696	4	5	10	3
Wed Apr 04 15:04:56 2018	1522850696	5	4	10	4
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	4
Wed Apr 04 15:04:56 2018	1522850696	2	8	10	5
Wed Apr 04 15:04:55 2018	1522850695	0	9	10	7
Wed Apr 04 15:04:54 2018	1522850694	3	6	10	1
Wed Apr 04 15:04:55 2018	1522850695	7	3	10	2
Wed Apr 04 15:04:57 2018	1522850697	5	4	10	4
Wed Apr 04 15:04:55 2018	1522850695	2	8	10	5
Wed Apr 04 15:04:54 2018	1522850694	2	8	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:54 2018	1522850694	7	3	10	3
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	2	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	6	10	1
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:56 2018	1522850696	4	6	10	3
Wed Apr 04 15:04:54 2018	1522850694	6	4	10	3
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	3
Wed Apr 04 15:04:55 2018	1522850695	2	7	10	3
Wed Apr 04 15:04:56 2018	1522850696	4	5	10	4
Wed Apr 04 15:04:54 2018	1522850694	2	7	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	1
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	2
Wed Apr 04 15:04:56 2018	1522850696	5	4	10	4
Wed Apr 04 15:04:56 2018	1522850696	0	9	10	7
Wed Apr 04 15:04:54 2018	1522850694	2	8	10	1
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	2
Wed Apr 04 15:04:56 2018	1522850696	5	5	10	3
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	5	5	10	4
Wed Apr 04 15:04:54 2018	1522850694	3	7	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	3
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	5	4	10	4
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	4
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	4
Wed Apr 04 15:04:56 2018	1522850696	2	8	10	5
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:56 2018	1522850696	1	8	10	6
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	3
Wed Apr 04 15:04:55 2018	1522850695	3	7	10	1
Wed Apr 04 15:04:54 2018	1522850694	2	8	10	1
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	2
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	2
Wed Apr 04 15:04:55 2018	1522850695	5	5	10	2
Wed Apr 04 15:04:54 2018	1522850694	5	4	10	2
Wed Apr 04 15:04:54 2018	1522850694	7	3	10	3
Wed Apr 04 15:04:55 2018	1522850695	1	9	10	5
Wed Apr 04 15:04:56 2018	1522850696	1	8	10	6
Wed Apr 04 15:04:55 2018	1522850695	5	5	10	2
Wed Apr 04 15:04:55 2018	1522850695	6	4	10	2
Wed Apr 04 15:04:56 2018	1522850696	4	5	10	2
Wed Apr 04 15:04:55 2018	1522850695	5	4	10	3
Wed Apr 04 15:04:55 2018	1522850695	1	9	10	6
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	3	7	10	3
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	4
Wed Apr 04 15:04:56 2018	1522850696	2	8	10	5
Wed Apr 04 15:04:54 2018	1522850694	4	5	10	1
Wed Apr 04 15:04:56 2018	1522850696	3	6	10	1
Wed Apr 04 15:04:55 2018	1522850695	4	6	10	2
Wed Apr 04 15:04:55 2018	1522850695	2	7	10	2
Wed Apr 04 15:04:56 2018	1522850696	4	6	10	3
Wed Apr 04 15:04:56 2018	1522850696	4	6	10	3
